Country;Artist;Song;Language;Pl.;Year;sentiment_score;index_col;track.id_x
Germany;ingrid peters;über die brücke geh'n;German;8.0;1986;6.348666666666666;512;5PqEpMztatLoNhi9zKzaH2
Cyprus;elpida;tora zo;Greek;20.0;1986;6.078636363636364;513;
Austria;timna brauer;die zeit ist einsam;German;18.0;1986;5.618461538461539;514;
Sweden;lasse holm & monica törnell;e' de' det här du kallar kärlek?;Swedish;5.0;1986;5.487727272727272;515;5MBBQ7P9AozcQ8lF7So1B3
Denmark;lise haavik;du er fuld af løgn;Danish;6.0;1986;6.315483870967742;516;4NmUPWsdBkNCKRf82VvLfi
Finland;kari;never the end;Finnish (title English);15.0;1986;6.073478260869565;517;
Portugal;dora;não sejas mau para mim;Portuguese;14.0;1986;5.948387096774194;518;
Norway;kate gulbrandsen;mitt liv;Norwegian;9.0;1987;6.205555555555554;519;3k5OROWCO1y95A0kbzB1U3
Israel;lazy bums;shir habatlanim;Hebrew;8.0;1987;6.309761904761904;520;
Austria;gary lux;nur noch gefühl;German;20.0;1987;5.5858823529411765;521;
Iceland;halla margrét;hægt og hljótt;Icelandic;16.0;1987;6.052380952380953;522;0v6CmykIMI5TBDhE3OnZfU
Belgium;liliane saint-pierre;soldiers of love;Dutch (title English);11.0;1987;5.247297297297299;523;6DvcnTJVVqvwxecDM0qTGy
Sweden;lotta engberg;boogaloo;Swedish;12.0;1987;6.693714285714286;524;3MObXOuLvbU0HT4CI0LpA3
Italy;umberto tozzi & raf;gente di mare;Italian;3.0;1987;6.195666666666668;525;6qdxrFxVkUd0bq5P6J132z
Portugal;nevada;neste barco à vela;Portuguese;18.0;1987;5.763999999999999;526;
Spain;patricia kraus;no estás solo;Spanish;19.0;1987;6.12695652173913;527;7iytRdbLcFtiL8ZvR9CMKK
Turkey;seyyal taner & lokomotif;şarkım sevgi üstüne;Turkish;22.0;1987;6.765999999999999;528;5sK4jEZuInsC3OUPemKwi8
Greece;bang;stop;Greek;10.0;1987;5.473000000000001;529;5zPuDjHjtJWGkAl9hhJLhA
Netherlands;marcha;rechtop in de wind;Dutch;5.0;1987;4.987727272727272;530;4rFhc427aocb0JIGGHeAO2
Luxembourg;plastic bertrand;amour, amour;French;21.0;1987;5.874166666666667;531;
United Kingdom;rikki;only the light;English;13.0;1987;5.762499999999999;532;
France;christine minier;les mots d'amour n'ont pas de dimanche;French;14.0;1987;6.425833333333332;533;
Germany;wind;lass die sonne in dein herz;German;2.0;1987;5.491562499999998;534;4nJWX2PEYPZu5XUqZDkG8C
Cyprus;alexia;aspro-mavro;Greek;7.0;1987;6.448965517241379;535;4NcmjPIC0mszMUe32Yq4Pw
Finland;vicky rosti feat. boulevard;sata salamaa;Finnish;15.0;1987;6.2077777777777765;536;25ALNBmSr1dT3z1sNSLqIu
Denmark;anne-cathrine herdorf & bandjo;en lille melodi;Danish;5.0;1987;6.585714285714286;537;
Ireland;johnny logan;hold me now;English;1.0;1987;5.790588235294116;538;482pOo6IOI0qNNHxkQFEDn
Yugoslavia;novi fosili;ja sam za ples;Croatian;4.0;1987;6.434285714285715;539;3hZlAQaVaHcmxvfTPbJRUP
Switzerland;carol rich;moitié, moitié;French;17.0;1987;5.775333333333335;540;
Iceland;beathoven;þú og þeir;Icelandic;16.0;1988;6.475555555555555;541;3m2syeQ72Sk5xQmpAadHDp
Sweden;tommy körberg;stad i ljus;Swedish;12.0;1988;6.352941176470589;542;7bVwUOySQGO2afJ0LArAMi
Finland;boulevard;nauravat silmät muistetaan;Finnish;20.0;1988;6.162727272727271;543;0kzzEdjYnsekjMjCjqNlBF
United Kingdom;scott fitzgerald;go;English;2.0;1988;5.767058823529411;544;6sVa8PFWiDul14NJXDiyvX
Turkey;mfö;sufi;Turkish (English);15.0;1988;6.234736842105263;545;6tPf6mUzFuyctT8l3OxWNw
Spain;la década;la chica que yo quiero;Spanish (English);11.0;1988;6.311999999999999;546;
Netherlands;gerard joling;shangri-la;Dutch;9.0;1988;6.241666666666666;547;2HUIZ1s4TvJlxqmHHOXkaR
Israel;yardena arazi;ben adam;Hebrew;7.0;1988;5.751785714285714;548;2r1NyQTpUhYfDakUFwXIi3
Switzerland;céline dion;ne partez pas sans moi;French;1.0;1988;6.923870967741936;549;72uyv448icbh4SAwWPKczh
Ireland;jump the gun;take him home;English;8.0;1988;6.349499999999999;550;
Germany;maxi & chris garden;lied für einen freund;German;14.0;1988;6.609411764705883;551;
Austria;wilfried;lisa mona lisa;German;21.0;1988;6.2659259259259255;552;71IqQHNYKR2bEa997LBS2o
Denmark;kirsten & søren;ka' du se hva' jeg sa'?;Danish;3.0;1988;5.731290322580645;553;1e1Oqi6AciRWGuMU8vlvd1
Greece;afrodite fryda;kloun;Greek;17.0;1988;6.042399999999999;554;
Norway;karoline krüger;for vår jord;Norwegian;5.0;1988;5.6776;555;6GyfAKisndo4YbOZ9K2NmB
Belgium;reynaert;laissez briller le soleil;French;18.0;1988;5.002727272727272;556;
Luxembourg;lara fabian;croire;French;4.0;1988;5.577142857142856;557;6Z7iy3XD0BF5TwnFnqpH9R
Italy;luca barbarossa;vivo;Italian;12.0;1988;5.681764705882351;558;
France;gérard lenorman;chanteur de charme;French;10.0;1988;6.699666666666667;559;
Portugal;dora;voltarei;Portuguese;18.0;1988;5.347826086956522;560;
Yugoslavia;srebrna krila;mangup;Croatian;6.0;1988;6.5675;561;2FTf11GSpGNBgC0il1hycD
Italy;anna oxa & fausto leali;avrei voluto;Italian;9.0;1989;5.691162790697675;562;7JZ39R4QbcKf71f1wOHO3L
Israel;gili & galit;derekh hamelekh;Hebrew;12.0;1989;6.361935483870968;563;
Ireland;kiev connolly & the missing passengers;the real me;English;18.0;1989;6.155294117647059;564;
Netherlands;justine pelmelay;blijf zoals je bent;Dutch;15.0;1989;6.621333333333334;565;1HHgg5Tlf2U9z7vN8Y4OqA
Turkey;pan;bana bana;Turkish;21.0;1989;5.282727272727272;566;2T9tZ2TVrPREcuEhayZtok
Belgium;ingeborg;door de wind;Dutch;19.0;1989;5.502083333333332;567;5eAOvEd5GqKdRTgNYsAAmW
United Kingdom;live report;why do i always get it wrong?;English;2.0;1989;5.023181818181818;568;
Norway;britt synnøve johansen;venners nærhet;Norwegian;17.0;1989;6.5;569;
Portugal;da vinci;conquistador;Portuguese;16.0;1989;6.760999999999998;570;
Sweden;tommy nilsson;en dag;Swedish;4.0;1989;5.926;571;4y81ov9ojdBPu5eLhDKxS9
Luxembourg;park café;monsieur;French;20.0;1989;6.537894736842105;572;
Denmark;birthe kjær;vi maler byen rød;Danish;3.0;1989;6.0072413793103445;573;5R7qlPnCh9qVEtNaHIyPvh
Austria;thomas forstner;nur ein lied;German;5.0;1989;6.011874999999999;574;
Finland;anneli saaristo;la dolce vita;Finnish (title Italian);7.0;1989;6.50806451612903;575;1oasHUAT1Bsd2BzCat6LfR
France;nathalie pâque;j'ai volé la vie;French;8.0;1989;5.886000000000001;576;
Spain;nina;nacida para amar;Spanish;6.0;1989;6.463478260869565;577;3PKeZTLBQaOrY5csQl3soN
Cyprus;fani polymeri & yiannis savvidakis;apopse as vrethume;Greek;11.0;1989;6.014285714285714;578;4WshQi2jGtEW9t0iA7Sqig
Switzerland;furbaz;viver senza tei;Romansh;13.0;1989;5.6304347826086945;579;
Greece;marianna efstratiou;to diko sou asteri;Greek;9.0;1989;6.178095238095237;580;
Iceland;daníel ágúst haraldsson;það sem enginn sér;Icelandic;22.0;1989;6.210588235294117;581;2w81NwPVu9LUX0sUsDZ3F2
Germany;nino de angelo;flieger;German;14.0;1989;5.82;582;1NykPmcn7onKXOX6epi4ag
Yugoslavia;riva;rock me;Croatian (title English);1.0;1989;6.0055;583;2WXogQGOO7qo2hlHyzpwhg
Spain;azúcar moreno;bandido;Spanish (English);5.0;1990;5.151874999999999;584;2rHhKu1hW8uqyr7LSrRn8E
Greece;christos callow feat. wave;horis skopo;Greek;19.0;1990;5.516;585;
Belgium;philippe lafontaine;macédomienne;French;12.0;1990;5.796363636363637;586;2B7ZnHMgayT9EEV5qN2YqV
Turkey;kayahan;gözlerinin hapsindeyim;Turkish;17.0;1990;5.534545454545455;587;7B35SoCqYSOKiea23ZJ3QK
Netherlands;maywood;ik wil alles met je delen;Dutch;15.0;1990;5.348461538461539;588;3tT3SWijd6qYXbrcpFZLp7
Luxembourg;céline carzo;quand je te rêve;French;13.0;1990;6.0600000000000005;589;
United Kingdom;emma;give a little love back to the world;English;6.0;1990;6.204285714285713;590;
Iceland;stjórnin;eitt lag enn;Icelandic;4.0;1990;6.270384615384614;591;677bukvk7PA7HgfZsrw8qI
Norway;ketil stokkan;brandenburger tor;Norwegian (title German);21.0;1990;6.424761904761906;592;0HQOUiYrcwv9B1RVd7bZBJ
Israel;rita;shara barkhovot;Hebrew;18.0;1990;6.173478260869564;593;6liRx1ee8utpTphOQkz8la
Denmark;lonnie devantier;hallo hallo;Danish;8.0;1990;6.031578947368421;594;
Switzerland;egon egemann;musik klingt in die welt hinaus;German;11.0;1990;6.25952380952381;595;
Germany;chris kempers & daniel kovac;frei zu leben;German;9.0;1990;5.87642857142857;596;
France;joëlle ursull;white and black blues;French (title English);2.0;1990;6.267826086956523;597;3HCLipExKH6CBcA2RCHk3G
Yugoslavia;tajči;hajde da ludujemo;Croatian;7.0;1990;6.922;598;2jEBdBbgODqNlhpv4DlXlv
Portugal;nucha;há sempre alguém;Portuguese;20.0;1990;5.882962962962963;599;
Ireland;liam reilly;somewhere in europe;English;2.0;1990;6.282857142857145;600;0Gh3TzuQuHEtZEamtv96LA
Sweden;edin-ådahl;som en vind;Swedish;16.0;1990;6.4936842105263155;601;
Italy;toto cutugno;insieme: 1992;Italian (English);1.0;1990;6.476923076923076;602;44noNMO0iv87Tds7dwcpQU
Austria;simone;keine mauern mehr;German (English/ French/Croatian);10.0;1990;6.390000000000001;603;
Cyprus;anastazio;milas poli;Greek;14.0;1990;6.111304347826086;604;
Finland;beat;fri?;Swedish;21.0;1990;5.797272727272726;605;
Yugoslavia;baby doll;brazil;Serbian;21.0;1991;6.66923076923077;606;
Iceland;stefán & eyfi;draumur um nínu;Icelandic;15.0;1991;5.58875;607;2K98Uk6TVYFIO26yd86rAN
Malta;georgina & paul giordimaina;could it be;English;6.0;1991;5.850810810810809;608;7tdi3mA5wvKUkFVVknupB6
Greece;sophia vossou;i anixi;Greek;13.0;1991;6.297499999999999;609;
Switzerland;sandra simó;canzone per te;Italian;5.0;1991;5.955;610;
Austria;thomas forstner;venedig im regen;German;22.0;1991;6.151111111111111;611;
Luxembourg;sarah bray;un baiser volé;French;14.0;1991;5.442162162162162;612;
Sweden;carola;fångad av en stormvind;Swedish;1.0;1991;6.199333333333334;613;06xX9E1BTTwyOwyaBuszSK
France;amina;c'est le dernier qui a parlé qui a raison;French;2.0;1991;5.871250000000001;614;2AQeZPzV3cRMuqQrKMVwTK
Turkey;can uğurluer, i̇zel çeliköz & reyhan karaca;i̇ki dakika;Turkish;12.0;1991;6.675384615384615;615;2UrOv8NLJ9ZENE67b9QsfA
Ireland;kim jackson;could it be that i'm in love;English;10.0;1991;5.921052631578948;616;
Portugal;dulce pontes;lusitana paixão;Portuguese;8.0;1991;5.773333333333333;617;
Denmark;anders frandsen;lige der hvor hjertet slår;Danish;19.0;1991;5.995499999999999;618;
Norway;just 4 fun;mrs. thompson;Norwegian (title English);17.0;1991;6.578333333333334;619;
Israel;duo datz;kan;Hebrew;3.0;1991;6.636129032258064;620;
Finland;kaija;hullu yö;Finnish;20.0;1991;5.8;621;03GeRqkn3tyBiMIK7Ut3Zd
Germany;atlantis 2000;dieser traum darf niemals sterben;German;18.0;1991;5.641142857142855;622;28MdY8BiGhDpzhhfUeTXCs
Belgium;clouseau;geef het op;Dutch;16.0;1991;5.905882352941177;623;25VE07LzJYDix07u93GIKK
Spain;sergio dalma;bailar pegados;Spanish;4.0;1991;6.1228;624;
United Kingdom;samantha janus;a message to your heart;English;10.0;1991;5.652068965517241;625;
Cyprus;elena patroklou;s.o.s.;Greek (title English);9.0;1991;5.122083333333333;626;
Italy;peppino di capri;comme è ddoce 'o mare;Neapolitan;7.0;1991;6.413333333333333;627;
Spain;serafín zubiri;todo esto es la música;Spanish;14.0;1992;5.911176470588235;628;
Belgium;morgane;nous, on veut des violons;French;20.0;1992;5.425999999999998;629;
Israel;dafna dekel;ze rak sport;Hebrew;6.0;1992;5.808181818181818;630;0fHa6DL0QOKrdOTbBJc6M0
Turkey;aylin vatankoş;yaz bitti;Turkish;19.0;1992;6.175555555555555;631;
Greece;cleopatra;olou tou kosmou i elpida;Greek;5.0;1992;6.584705882352942;632;
France;kali;monté la riviè;Antillean Creole/ French;8.0;1992;6.0188;633;7yUmWJiOOkt58GKDaAZh6T
Sweden;christer björkman;i morgon är en annan dag;Swedish;22.0;1992;6.028;634;7DqyeESnaKCwDjgmA45UFZ
Portugal;dina;amor d'água fresca;Portuguese;17.0;1992;6.728;635;1O9DxA393mO7BhzcdycDHu
Cyprus;evridiki;teriazoume;Greek;11.0;1992;5.790588235294116;636;2eXl1sMHC1RSgefh32FyRA
Malta;mary spiteri;little child;English;3.0;1992;5.927428571428571;637;6jQ1TWGhShk7oMrvBOL173
Iceland;heart 2 heart;nei eða já;Icelandic;7.0;1992;5.386666666666667;638;3Q2U0VEqFtL5hnFmCigtiM
Finland;pave;yamma, yamma;Finnish;23.0;1992;5.877999999999999;639;
Switzerland;daisy auvray;mister music man;French (title English);15.0;1992;6.2681818181818185;640;
Luxembourg;marion welter & kontinent;sou fräi;Luxembourgish;21.0;1992;6.780833333333335;641;
Austria;tony wegas;zusammen geh'n;German (Italian);10.0;1992;5.662580645161291;642;
United Kingdom;michael ball;one step out of time;English;2.0;1992;6.337142857142858;643;6jCoL3gLD3X5myTUZmZ58b
Ireland;linda martin;why me?;English;1.0;1992;6.325714285714286;644;3Y81Q8dLI74Mgi1wbXvscv
Denmark;lotte nilsson & kenny lübcke;alt det som ingen ser;Danish;12.0;1992;5.744375000000002;645;
Italy;mia martini;rapsodia;Italian;4.0;1992;5.9534375;646;
Serbia and Montenegro;extra nena;ljubim te pesmama;Serbian;13.0;1992;6.528181818181818;647;
Norway;merethe trøan;visjoner;Norwegian;18.0;1992;6.415999999999999;648;
Germany;wind;träume sind für alle da;German;16.0;1992;5.976875000000001;649;6joXMIi35SRr6CajJzo5vB
Netherlands;humphrey campbell;wijs me de weg;Dutch;9.0;1992;6.075333333333335;650;1J7O38mpAGxExL3jvLXZzN
Italy;enrico ruggeri;sole d'europa;Italian;12.0;1993;5.784999999999998;651;
Turkey;burak aydos;esmer yarim;Turkish;21.0;1993;6.165333333333334;652;
Germany;münchener freiheit;viel zu weit;German;18.0;1993;5.909166666666668;653;
Switzerland;annie cotton;moi, tout simplement;French;3.0;1993;6.041481481481482;654;
Denmark;tommy seebach  band;under stjernerne på himlen;Danish;22.0;1993;6.377941176470587;655;0ZcKEZQMJECZZZkqLYl3CR
Greece;katerina garbi;ellada, hora tou fotos;Greek;9.0;1993;5.747333333333334;656;
Belgium;barbara dex;iemand als jij;Dutch;25.0;1993;6.054782608695653;657;
Malta;william mangion;this time;English;8.0;1993;5.590454545454546;658;2vNnY9vB5JIV4o5I8Edf04
Iceland;inga;þá veistu svarið;Icelandic;13.0;1993;5.721818181818183;659;5Ca1nvUuOrpW0XB3KBszAa
Austria;tony wegas;maria magdalena;German;14.0;1993;5.0605714285714285;660;
Portugal;anabela;a cidade;Portuguese;10.0;1993;6.673684210526315;661;
France;patrick fiori;mama corsica;French (Corsican);4.0;1993;6.457857142857141;662;
Sweden;arvingarna;eloise;Swedish;7.0;1993;6.061904761904762;663;4QZ6hp2CKRaZG5RI9zXQqg
Ireland;niamh kavanagh;in your eyes;English;1.0;1993;6.17030303030303;664;7LBBL20GLOtjBJwxgVmzPK
Luxembourg;modern times;donne-moi une chance;French (Luxembourgish);20.0;1993;6.129333333333333;665;
Slovenia;1x band;tih deževen dan;Slovene;22.0;1993;6.017894736842106;666;3pKtMcATtO0nZaHLwqc2h5
Finland;katri helena;tule luo;Finnish;17.0;1993;6.465999999999999;667;0lnNpz7n8XTZi2CeWbDu32
Bosnia and Herzegovina;fazla;sva bol svijeta;Bosnian;16.0;1993;5.581666666666666;668;
United Kingdom;sonia;better the devil you know;English;2.0;1993;5.495833333333334;669;2uPyPAje1JLBUKCbfwOX1P
Netherlands;ruth jacott;vrede;Dutch;6.0;1993;5.9925000000000015;670;1ijSg7COGeKN7Cu9ejnPet
Croatia;put;don't ever cry;Croatian (English);15.0;1993;6.408000000000001;671;7nYIlWHR4BSSLqcWxtsVSl
Spain;eva santamaría;hombres;Spanish;11.0;1993;5.9497297297297305;672;
Cyprus;zymboulakis & van beke;mi stamatas;Greek;19.0;1993;5.601;673;
Israel;lahakat shiru;shiru;Hebrew (English);24.0;1993;6.556774193548386;674;
Norway;silje vige;alle mine tankar;Norwegian;5.0;1993;6.202692307692307;675;
Sweden;marie bergman & roger pontare;stjärnorna;Swedish;13.0;1994;5.866999999999999;676;5RBjA0ZeeylKZooQpn7XwM
Finland;catcat;bye bye baby;Finnish (English);22.0;1994;5.537391304347826;677;1pLlXTbpbnSSbw7Mmn4CnU
Ireland;paul harrington & charlie mcgettigan;rock 'n' roll kids;English;1.0;1994;6.4091999999999985;678;4qVX2nHuFlVNp6AOVrDBGb
Cyprus;evridiki;ime anthropos ki ego;Greek;11.0;1994;5.645263157894736;679;5LonzIIKNTKbUl5L5xcrse
Iceland;sigga;nætur;Icelandic;12.0;1994;6.189047619047619;680;0kB2vV0v1OKumWc8oXAWTR
United Kingdom;frances ruffelle;we will be free;English;10.0;1994;5.741555555555555;681;
Croatia;tony cetinski;nek' ti bude ljubav sva;Croatian;16.0;1994;5.49875;682;
Portugal;sara tavares;chamar a música;Portuguese;8.0;1994;6.327826086956521;683;
Switzerland;duilio;sto pregando;Italian;19.0;1994;6.1024;684;3mKwTK3Oz1vegk0Mi2vrdT
Estonia;silvi vrait;nagu merelaine;Estonian;24.0;1994;6.3531578947368414;685;
Romania;dan bittman;dincolo de nori;Romanian;21.0;1994;6.267058823529411;686;
Malta;chris & moira;more than love;English;5.0;1994;6.4556000000000004;687;4llGdwRV5Jjc4jom06v8BE
Netherlands;willeke alberti;waar is de zon;Dutch;23.0;1994;5.798260869565217;688;
Germany;mekado;wir geben 'ne party;German (English);3.0;1994;6.385;689;1U7XB0RlYZJXNdtyYnzDTv
Slovakia;martin ďurinda & tublatanka;nekonečná pieseň;Slovak;19.0;1994;5.415454545454545;690;
Lithuania;ovidijus vyšniauskas;lopšinė mylimai;Lithuanian;25.0;1994;5.870526315789474;691;
Norway;elisabeth andreassen & jan werner danielsen;duett;Norwegian;6.0;1994;6.269333333333334;692;5r9w2zhjHFeTn436rDWVoT
Bosnia and Herzegovina;alma & dejan;ostani kraj mene;Bosnian;15.0;1994;5.6;693;
Greece;kostas bigalis & the sea lovers;to trehandiri  );Greek;14.0;1994;6.260869565217392;694;
Austria;petra frey;für den frieden der welt;German;17.0;1994;5.971875;695;2rKP6qwnYffGg0iEQkYx22
Spain;alejandro abad;ella no es ella;Spanish;18.0;1994;5.681304347826086;696;6uOJMvxGa8UJg41f9nGdGK
Hungary;friderika;kinek mondjam el vétkeimet?;Hungarian;4.0;1994;5.6008000000000004;697;0CaFSDIraBEVmqIzp4Dozl
Russia;youddiph;vechnyy strannik;Russian;9.0;1994;6.261764705882353;698;
Poland;edyta górniak;to nie ja!;Polish;2.0;1994;6.0058333333333325;699;5zuDr7y3zJXbWrGoxzXPGR
France;nina morato;je suis un vrai garçon;French;7.0;1994;5.086;700;1CSUmUCpkyonz3FY6LFNLC
Poland;justyna;sama;Polish;18.0;1995;5.090909090909092;701;
Ireland;eddie friel;dreamin';English;14.0;1995;6.28;702;
Germany;stone & stone;verliebt in dich;German;23.0;1995;5.5876190476190475;703;
Bosnia and Herzegovina;davor popović;dvadeset prvi vijek;Bosnian;19.0;1995;6.6340540540540545;704;2ONmKfXd6LgNmtjGVh2XTk
Norway;secret garden;nocturne;Norwegian;1.0;1995;6.168571428571428;705;6bk11TH82XrT5QUC1gDw9A
Russia;philipp kirkorov;kolybel'naya dlya vulkana;Russian;17.0;1995;6.080645161290322;706;
Iceland;bo halldórsson;núna;Icelandic;15.0;1995;6.3999999999999995;707;
Austria;stella jones;die welt dreht sich verkehrt;German;13.0;1995;5.910714285714286;708;
Spain;anabel conde;vuelve conmigo;Spanish;2.0;1995;4.827894736842105;709;1oVihSjSmKTVAdaR9f97rD
Turkey;arzu ece;sev;Turkish;16.0;1995;6.526818181818183;710;
Croatia;magazin & lidija;nostalgija;Croatian;6.0;1995;7.028571428571428;711;1Bl0l0EcpAPKEyRaGPVKR4
France;nathalie santamaria;il me donne rendez-vous;French;4.0;1995;6.26972972972973;712;
Hungary;csaba szigeti;új név a régi ház falán;Hungarian;22.0;1995;5.964210526315789;713;
Belgium;frédéric etherlinck;la voix est libre;French;20.0;1995;5.659000000000001;714;
United Kingdom;love city groove;love city groove;English;10.0;1995;6.284285714285717;715;
Portugal;tó cruz;baunilha e chocolate;Portuguese;21.0;1995;6.833499999999998;716;
Cyprus;alexandros panayi;sti fotia;Greek;9.0;1995;5.626428571428572;717;
Sweden;jan johansen;se på mig;Swedish;3.0;1995;5.722352941176471;718;
Denmark;aud wilken;fra mols til skagen;Danish;5.0;1995;6.135999999999999;719;5rKyFlInoWgUuhMENu2PiE
Slovenia;darja švajger;prisluhni mi;Slovene;7.0;1995;7.049411764705883;720;3Gr6IuN1fOnSpCu4kEsQ3L
Israel;liora;amen;Hebrew;8.0;1995;6.834545454545455;721;
Malta;mike spiteri;keep me in mind;English;10.0;1995;5.945250000000001;722;2Khe9HyqasSBy3xwkZQCco
Greece;elina konstantopoulou;pia prosefhi;Greek (Ancient Greek);12.0;1995;5.200555555555555;723;
Turkey;şebnem paker;beşinci mevsim;Turkish;12.0;1996;5.808571428571428;724;
United Kingdom;gina g;ooh aah... just a little bit;English;8.0;1996;5.808275862068967;725;5KsGeqTJgJMAWuyTZ5WmMn
Spain;antonio carbonell;¡ay, qué deseo!;Spanish;20.0;1996;6.802499999999999;726;
Portugal;lúcia moniz;o meu coração não tem cor;Portuguese;6.0;1996;6.168000000000002;727;
Cyprus;constantinos christoforou;mono yia mas;Greek;9.0;1996;6.412727272727272;728;
Malta;miriam christine;in a woman's heart;English;10.0;1996;6.055454545454546;729;5uAzATY8QtaWvyRUKaKIPU
Croatia;maja blagdan;sveta ljubav;Croatian;4.0;1996;6.48842105263158;730;3U7l5TrZI2lIcjbQ5JYcvj
Austria;george nussbaumer;weil's dr guat got;Vorarlbergish German;10.0;1996;6.187222222222222;731;
Switzerland;kathy leander;mon cœur l'aime;French;16.0;1996;5.293548387096774;732;
Greece;marianna efstratiou;emis forame to himona anixiatika;Greek;14.0;1996;6.206666666666668;733;
Estonia;maarja-liis ilus & ivo linna;kaelakee hääl;Estonian;5.0;1996;5.4952;734;
Norway;elisabeth andreassen;i evighet;Norwegian;2.0;1996;6.269333333333334;735;
France;dan ar braz & l'héritage des celtes;diwanit bugale;Breton;19.0;1996;6.11;736;
Slovenia;regina;dan najlepših sanj;Slovene;21.0;1996;6.643529411764705;737;4NrbpestG8aXXePSuvrsMB
Netherlands;maxine & franklin brown;de eerste keer;Dutch;7.0;1996;6.569999999999999;738;16tt5gsCest1TGUDsbjxed
Belgium;lisa del bo;liefde is een kaartspel;Dutch;16.0;1996;5.847199999999999;739;7GTMKfYAnAyU8Ah2RYYEDW
Ireland;eimear quinn;the voice;English;1.0;1996;5.467727272727273;740;6SA7BxY6zh5SaxUBp3tCtb
Finland;jasmine;niin kaunis on taivas;Finnish;23.0;1996;7.031111111111111;741;5s1mnyZYPHcxtZVwUQatsh
Iceland;anna mjöll;sjúbídú;Icelandic;13.0;1996;6.375882352941176;742;5DlwSKObLNmZcLYEyF6S71
Poland;kasia kowalska;chcę znać swój grzech...;Polish;15.0;1996;5.54;743;45PzlCF7YLvfX1YzIcolSm
Bosnia and Herzegovina;amila glamočak;za našu ljubav;Bosnian;22.0;1996;5.709523809523809;744;
Slovakia;marcel palonder;kým nás máš;Slovak;18.0;1996;5.632;745;
Sweden;one more time;den vilda;Swedish;3.0;1996;6.431052631578948;746;0TYwFP4MxszHAXAJMYhi3E
Cyprus;hara & andreas konstantinou;mana mou;Greek;5.0;1997;6.748148148148148;747;
Turkey;şebnem paker  & grup etnic;dinle;Turkish;3.0;1997;5.339999999999999;748;290V6JGBgtnzHqAPmkCe8I
Norway;tor endresen;san francisco;Norwegian (English);24.0;1997;6.568823529411765;749;5YXG7ZXvVAzT7yxT5EUp3C
Austria;bettina soriat;one step;German (English);21.0;1997;6.091111111111109;750;
Ireland;marc roberts;mysterious woman;English;2.0;1997;6.628148148148148;751;1vogk8oxwXkl3pKKVAQmxT
Slovenia;tanja ribič;zbudi se;Slovene;10.0;1997;6.290555555555553;752;
Switzerland;barbara berta;dentro di me;Italian;22.0;1997;5.5600000000000005;753;
Netherlands;mrs. einstein;niemand heeft nog tijd;Dutch;22.0;1997;5.865;754;1ZW69UGHfcxWotMYerlekm
Italy;jalisse;fiumi di parole;Italian;4.0;1997;5.836071428571429;755;
Spain;marcos llunas;sin rencor;Spanish;6.0;1997;6.000714285714286;756;79mY0wwCQoGgRSZfbYlU48
Germany;bianca shomburg;zeit;German;18.0;1997;5.716923076923076;757;1Acj5dRLqTDNctQwnoJfuy
Poland;anna maria jopek;ale jestem;Polish;11.0;1997;6.5703225806451595;758;
Estonia;maarja-liis ilus;keelatud maa;Estonian;8.0;1997;5.475499999999999;759;
Bosnia and Herzegovina;alma čardžić;goodbye;Bosnian (title English);18.0;1997;6.272631578947369;760;6uUkAk16Tf2AV681mvzTjR
Portugal;célia lawson;antes do adeus;Portuguese;24.0;1997;6.121666666666667;761;7nTUoVkGcpw5XLQm8BXAwb
Sweden;blond;bara hon älskar mig;Swedish;14.0;1997;5.752162162162162;762;5dEHUYf0NkT1pZeEJOCMsW
Greece;marianna zorba;horepse;Greek;12.0;1997;6.361111111111111;763;
Malta;debbie scerri;let me fly;English;9.0;1997;5.832352941176472;764;2qRSeT24NFOTAinm83x6Wt
Hungary;v.i.p.;miért kell, hogy elmenj?;Hungarian;12.0;1997;6.319999999999999;765;
Russia;alla pugacheva;primadonna;Russian;15.0;1997;5.794666666666665;766;
Denmark;kølig kaj;stemmen i mit liv;Danish;16.0;1997;5.843000000000003;767;324qUNJiRbaVHSOsPIrkGW
France;fanny;sentiments songes;French;7.0;1997;5.642444444444443;768;
Croatia;e.n.i.;probudi me;Croatian;17.0;1997;6.739090909090911;769;3yD3p3DlDaUdQnEbydnJGU
United Kingdom;katrina & the waves;love shine a light;English;1.0;1997;6.92625;770;0WdBh2BQOq9U7PMk6sWzMz
Iceland;paul oscar;minn hinsti dans;Icelandic;20.0;1997;5.559259259259261;771;0HPKHvqbDAXEzh0d9pYwhN
Croatia;danijela;neka mi ne svane;Croatian;5.0;1998;5.596875000000002;772;2Y1TLTTfeiI3AhBvJ4s1YQ
Greece;thalassa;mia krifi evesthisia;Greek;20.0;1998;6.075454545454544;773;
France;marie line;où aller;French;24.0;1998;5.846153846153848;774;
Spain;mikel herzog;¿qué voy a hacer sin ti?;Spanish;16.0;1998;6.151578947368423;775;0hFYZ2dqaX2L1eD0UUr872
Switzerland;gunvor;lass ihn;German;25.0;1998;5.430666666666667;776;3hxqRp4OhlLVIFB2yi0rLq
Slovakia;katarína hasprová;modlitba;Slovak;21.0;1998;5.479523809523809;777;5Hb81hUqFvtZ9MgNrA3J9L
Poland;sixteen;to takie proste;Polish;17.0;1998;5.483888888888888;778;
